Passport,AD,AE,AF,AG,AL,AM,AO,AR,AT,AU,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BN,BO,BR,BS,BT,BW,BY,BZ,CA,CD,CF,CG,CH,CI,CL,CM,CN,CO,CR,CU,CV,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,ER,ES,ET,FI,FJ,FM,FR,GA,GB,GD,GE,GH,GM,GN,GQ,GR,GT,GW,GY,HK,HN,HR,HT,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MG,MH,MK,ML,MM,MN,MO,MR,MT,MU,MV,MW,MX,MY,MZ,NA,NE,NG,NI,NL,NO,NP,NR,NZ,OM,PA,PE,PG,PH,PK,PL,PS,PT,PW,PY,QA,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SI,SK,SL,SM,SN,SO,SR,SS,ST,SV,SY,SZ,TD,TG,TH,TJ,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,US,UY,UZ,VA,VC,VE,VN,VU,WS,XK,YE,ZA,ZM,ZW
GM,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,2,0,3,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,2,3,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,3,3,0,2,0,3,0,3,-1,3,0,0,0,3,0,0,0,0,3,0,3,0,0,1,0,2,0,0,3,0,0,3,0,2,0,2,3,0,0,0,0,2,0,2,0,1,3,3,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,3,0,3,2,3,0,3,2,2,3,3,2,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,2,0,0,2,0,0,3,0,0,3,0,3,2,2,0,0,0,0,3,0,3,0,0,2,0,3,0,2,3,2,0,3,0,3,0,0,0,0,3,0,0,3,2,0,0,0,0,0
GN,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,2,0,3,0,0,0,0,2,0,0,2,0,0,3,0,2,0,0,0,3,3,-1,0,0,0,3,0,3,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0,2,0,0,3,2,0,0,0,0,0,0,0,0,2,0,0,3,2,0,2,2,0,2,2,2,0,3,2,2,3,3,2,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,3,0,0,2,0,0,3,0,0,3,0,3,2,2,0,0,0,0,0,0,3,0,0,2,0,3,0,0,0,2,0,2,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0
GQ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,3,3,0,1,0,3,0,0,0,2,2,0,0,0,2,0,3,0,0,3,0,0,0,0,2,0,0,3,0,2,0,0,0,2,3,2,-1,0,0,2,0,3,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0,2,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,2,2,2,0,0,2,2,0,2,2,0,0,2,0,0,0,0,0,0,3,0,0,3,0,2,0,2,0,0,0,2,0,0,2,0,0,3,0,0,0,0,2,2,2,0,3,0,0,0,3,2,0,0,2,0,3,0,0,0,2,0,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,2
GR,3,3,0,3,3,3,2,3,3,1,2,3,3,2,3,2,3,2,0,0,3,3,3,3,0,3,3,3,1,0,0,0,3,1,3,0,0,3,3,2,3,3,3,3,2,3,3,3,0,3,3,2,0,3,2,3,3,3,3,2,3,3,3,0,3,2,0,-1,3,2,3,3,3,3,3,3,3,3,3,1,0,2,3,3,3,2,3,2,3,2,3,2,3,0,3,2,3,2,2,3,3,1,0,2,3,3,3,0,3,3,3,3,2,3,3,0,2,2,3,2,3,3,2,2,3,3,2,0,0,2,3,3,3,2,0,1,2,3,3,2,3,0,3,3,3,3,3,3,3,3,0,2,2,3,2,0,3,3,3,3,2,3,3,2,2,0,3,3,0,3,0,2,3,2,3,0,3,3,3,3,3,3,2,3,2,1,3,3,3,3,3,2,3,3,3,0,3,2,2
GT,3,0,0,0,3,2,0,3,3,0,2,3,3,2,3,0,3,0,0,0,0,2,3,3,0,0,0,3,0,0,0,0,3,1,3,0,0,3,3,2,2,3,3,3,2,3,3,3,0,3,3,0,0,3,2,3,0,3,3,2,3,0,0,0,0,2,0,3,-1,2,0,3,3,3,3,3,3,3,3,1,0,2,3,3,3,2,3,2,0,2,0,2,3,0,3,0,0,2,0,2,3,1,0,2,3,3,3,0,0,3,3,3,2,2,3,0,2,0,2,2,3,2,2,2,0,3,2,0,0,2,3,3,3,2,0,0,0,3,3,0,3,0,3,3,3,2,3,2,3,0,3,2,0,0,2,0,3,3,3,3,0,3,2,2,2,0,0,3,0,0,0,2,0,0,2,0,0,0,3,3,2,3,2,0,2,0,3,2,3,3,0,0,0,2,3,0,0,2,2
GW,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,3,0,0,0,2,0,3,0,0,3,0,0,0,0,2,0,0,3,0,2,0,0,0,3,3,3,0,0,0,-1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,2,0,2,2,2,0,0,2,2,3,3,2,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,3,0,2,0,0,2,0,0,3,0,0,3,0,3,2,2,0,3,0,0,0,0,3,0,0,2,0,3,0,0,0,2,0,2,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0
GY,0,0,0,3,0,2,0,3,0,0,0,0,3,2,0,0,0,2,0,0,0,2,3,3,0,3,0,3,0,0,0,0,0,1,3,0,0,3,3,2,2,0,0,0,2,0,3,3,0,3,0,2,0,0,2,0,3,3,0,2,0,3,0,0,3,2,0,0,0,2,-1,3,0,0,3,0,3,3,0,1,0,2,0,0,3,2,0,2,0,2,0,2,3,0,3,0,0,2,0,3,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,3,2,2,0,3,2,0,0,2,2,0,0,2,0,0,0,3,3,0,3,0,0,3,0,2,0,3,0,0,3,2,0,2,2,0,0,3,0,0,2,0,2,2,3,0,0,0,0,3,0,2,0,0,2,0,0,0,0,3,2,0,3,0,2,0,3,2,0,3,0,0,3,2,3,0,3,2,2
HK,3,3,0,3,3,3,0,3,3,1,2,3,3,0,3,2,3,2,0,3,3,2,3,3,0,3,3,3,1,0,0,0,3,1,3,0,0,3,0,2,3,3,3,3,2,3,3,3,0,3,3,3,0,3,2,3,3,3,3,2,3,3,0,0,0,2,0,3,0,2,3,-1,0,3,3,3,3,3,3,1,0,3,3,3,3,2,3,2,0,2,3,2,3,0,3,2,3,2,2,3,3,1,0,3,3,3,3,0,3,3,3,3,2,0,3,0,3,3,3,2,3,3,2,3,3,3,2,3,3,2,3,3,3,2,0,1,2,3,3,2,3,0,3,3,3,2,0,3,3,3,3,2,2,0,2,0,3,3,3,3,0,3,0,2,3,0,0,0,0,0,0,2,3,0,2,0,3,2,3,3,2,2,3,3,3,0,3,2,3,3,3,2,3,2,3,3,3,3,3
HN,3,3,0,0,3,2,0,3,3,0,2,3,0,2,3,0,3,0,0,0,0,2,3,3,0,0,0,3,0,0,0,0,3,1,3,0,0,3,3,2,2,3,3,3,2,3,3,3,0,3,3,0,0,3,2,3,0,3,3,2,3,0,3,0,3,2,0,3,3,2,0,3,-1,3,3,3,3,3,3,1,0,2,3,3,0,2,3,2,0,2,0,2,3,0,3,0,0,2,0,2,3,1,0,2,3,3,3,0,0,3,3,3,2,0,3,0,0,0,2,2,3,2,2,2,0,3,2,0,0,2,3,3,3,2,0,0,0,3,3,0,3,0,3,3,3,2,3,2,3,0,3,2,0,0,2,0,3,3,3,3,0,3,2,2,2,0,0,3,0,0,0,2,0,0,2,0,3,0,3,3,2,3,2,0,2,0,3,2,3,3,0,0,0,2,3,0,0,2,2
HR,3,3,0,3,3,3,2,3,3,1,2,3,3,2,3,0,3,2,0,0,3,3,3,3,0,3,3,3,1,0,0,0,3,1,3,0,0,3,3,2,3,3,3,3,2,3,3,3,0,3,3,2,0,3,2,3,0,3,3,2,3,3,3,0,3,2,0,3,3,2,0,3,3,-1,3,3,3,3,3,1,0,2,3,3,2,2,3,2,3,2,3,2,3,0,3,2,3,2,2,3,3,1,0,2,3,3,3,0,3,3,3,3,2,3,3,0,2,2,3,2,3,3,2,2,3,3,2,0,0,2,3,3,3,2,0,1,2,3,3,2,3,0,3,3,3,3,3,3,3,3,0,2,2,3,2,0,3,3,3,3,2,3,3,2,2,0,3,3,0,3,0,2,0,2,3,0,3,3,2,3,3,3,2,3,2,0,3,3,3,3,3,2,3,3,3,0,0,2,2
HT,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0,3,0,0,2,0,2,0,0,2,0,0,3,0,2,0,0,0,0,3,2,0,0,0,2,0,3,0,0,-1,0,3,0,3,1,0,2,0,0,0,2,0,2,0,2,0,2,0,0,3,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,2,2,2,0,3,2,0,0,2,0,0,0,2,0,0,0,0,0,0,3,0,0,3,0,2,0,2,0,0,0,3,0,0,2,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,2,3,2,0,2,0,0,0,0,3,0,0,0,2,0,0,0,2,2
HU,3,3,0,3,3,3,2,3,3,1,2,3,3,2,3,2,3,2,0,0,3,3,3,3,0,3,3,3,1,0,0,0,3,1,3,0,0,3,3,2,3,3,3,3,2,3,3,3,0,3,3,2,0,3,2,3,3,3,3,2,3,3,3,0,3,2,0,3,3,2,0,3,3,3,3,-1,3,3,3,1,0,2,3,3,3,2,3,2,3,2,3,2,3,0,3,2,3,2,2,3,3,1,0,2,3,3,3,0,3,3,3,3,2,3,3,0,2,0,3,2,3,3,2,2,3,3,2,2,0,2,3,3,3,2,0,1,2,3,3,2,3,0,3,3,3,3,3,3,3,3,0,2,2,3,2,0,3,3,3,3,2,3,3,2,2,0,3,3,0,3,0,2,3,2,3,0,3,3,3,3,3,3,2,3,2,1,3,3,3,3,3,2,3,3,3,0,3,2,2
ID,0,0,0,0,0,2,2,0,0,0,2,0,3,0,0,0,0,0,0,0,3,2,3,0,0,0,3,0,0,0,0,0,0,1,3,0,0,3,0,2,2,0,0,0,2,0,3,0,0,3,0,0,0,0,2,0,3,3,0,2,0,0,0,0,3,2,0,0,0,2,3,3,0,0,3,0,-1,0,0,1,0,2,0,0,0,2,3,2,2,3,0,2,3,0,0,0,3,3,0,0,0,1,0,2,0,0,0,0,3,0,0,0,2,2,0,3,3,0,3,2,0,2,2,2,0,3,2,3,0,2,2,0,0,2,0,0,2,0,3,2,3,2,0,3,0,2,0,3,0,3,0,3,0,0,2,0,0,3,0,0,2,0,2,2,2,0,0,0,0,0,0,2,3,2,2,0,0,0,2,0,2,0,2,0,2,0,0,3,0,3,0,3,0,2,0,0,0,0,2
IE,3,3,0,3,3,3,2,3,3,1,2,3,3,2,3,2,3,2,0,0,3,3,3,3,0,3,3,3,1,0,0,0,3,1,3,0,0,3,3,2,3,3,3,3,2,3,3,3,0,3,3,2,0,3,2,3,3,3,3,2,3,3,3,0,3,2,0,3,3,2,3,3,3,3,3,3,3,-1,3,1,0,2,3,3,3,2,3,2,3,2,3,2,3,0,3,2,3,2,2,3,3,1,0,3,3,3,3,0,3,3,3,3,2,3,3,0,2,2,3,2,3,3,2,2,3,3,2,3,0,2,3,3,3,2,0,1,2,3,3,2,3,0,3,3,3,2,3,3,3,3,0,2,2,2,2,0,3,3,3,3,2,3,3,2,2,0,3,3,0,3,0,2,3,2,2,0,3,2,2,3,2,3,2,3,2,1,3,3,3,3,3,2,3,2,3,0,3,3,2
IL,3,0,0,0,3,2,2,3,3,0,2,3,3,2,3,0,3,0,0,0,0,2,3,3,0,3,3,3,1,0,3,0,3,1,3,0,0,3,3,2,2,3,3,3,2,3,3,3,0,3,3,0,0,3,2,3,3,3,3,2,3,3,3,0,0,2,0,3,3,2,0,3,3,3,3,3,0,3,-1,1,0,0,3,3,3,2,3,2,2,2,0,2,3,0,3,0,3,2,0,3,3,1,0,3,3,3,3,0,0,3,3,3,2,2,3,0,2,3,3,2,3,3,2,3,3,0,2,0,0,2,3,3,3,2,2,1,0,3,3,2,3,0,3,3,3,3,3,2,3,3,3,2,0,2,2,0,3,3,3,3,2,3,2,2,3,0,0,3,0,3,0,2,3,2,2,0,0,2,3,3,2,3,2,3,2,0,3,3,3,3,0,0,3,2,3,0,3,2,2
IN,0,0,0,0,0,2,2,0,0,0,2,0,3,0,0,0,0,0,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,3,3,0,2,0,3,0,0,3,2,0,0,0,2,0,1,0,0,3,0,3,0,0,-1,0,2,0,0,3,2,0,2,0,2,0,2,3,0,0,0,0,2,0,2,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,2,0,3,2,0,3,2,2,0,2,2,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,3,0,2,0,0,2,0,0,0,0,0,2,0,3,2,2,0,0,3,0,0,0,2,2,0,2,0,3,0,0,3,2,0,2,0,2,0,0,2,0,3,0,2,3,2,0,0,0,0,2
IQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,3,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,3,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,2,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,2,2,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
IR,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,3,0,0,3,0,0,0,0,2,0,0,3,0,2,0,0,3,0,0,2,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,-1,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2,2,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,2,2,0,3,2,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,2,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,2,0,0,2,0,0,0,3,0,2,0,0,0,2,0,0,0,0,0,3,0,0,2,0,0,0,0,2
IS,3,3,0,3,3,3,2,3,3,1,2,3,3,2,3,2,3,2,0,0,3,3,3,3,0,3,3,3,1,0,0,0,3,1,3,0,0,3,3,2,3,3,3,3,2,3,3,3,0,3,3,2,0,3,2,3,3,3,3,2,3,3,3,0,3,2,0,3,3,2,0,3,3,3,3,3,3,3,3,1,0,2,-1,3,3,2,3,2,3,2,3,2,3,0,3,2,3,2,2,3,3,1,0,3,3,3,3,0,3,3,3,3,2,2,3,0,2,0,3,2,3,3,2,2,3,3,2,3,0,2,3,3,3,2,0,1,2,3,3,2,3,2,3,3,3,2,3,3,3,3,0,2,2,3,2,0,3,3,3,3,0,3,2,2,2,0,3,3,0,0,0,2,3,2,3,0,3,3,3,3,3,3,2,3,2,1,3,3,3,3,3,2,3,2,3,0,3,2,2
IT,3,3,0,3,3,3,2,3,3,1,2,3,3,2,3,2,3,2,0,0,3,3,3,3,0,3,3,3,1,0,0,0,3,1,3,0,0,3,3,2,3,3,3,3,2,3,3,3,0,3,3,2,0,3,2,3,3,3,3,2,3,3,3,0,3,2,0,3,3,2,3,3,3,3,3,3,3,3,3,1,0,2,3,-1,3,2,3,2,3,2,3,2,3,0,3,2,3,2,2,3,3,1,0,3,3,3,3,0,3,3,3,3,2,3,3,0,2,0,3,2,3,3,2,2,3,3,2,3,0,2,3,3,3,2,0,1,2,3,3,2,3,2,3,3,3,3,3,3,3,3,0,2,2,3,2,0,3,3,3,3,2,3,3,2,2,0,3,3,0,3,0,2,3,2,3,0,3,3,3,3,3,3,2,3,2,1,3,3,3,3,3,3,3,3,3,0,3,2,2
JM,0,0,0,3,0,2,0,3,0,0,2,0,3,3,0,0,0,0,0,0,0,2,3,3,0,3,0,3,0,0,0,0,0,1,3,0,0,3,0,2,2,0,0,0,2,0,3,3,0,3,0,2,0,0,2,0,3,3,0,2,0,3,0,3,3,2,0,0,0,2,3,3,0,0,3,0,3,0,3,1,0,2,0,0,-1,2,0,3,0,2,3,2,3,0,3,0,0,2,0,3,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,2,0,3,2,3,3,3,2,3,0,2,2,0,0,2,0,0,0,3,3,0,3,0,0,3,0,2,0,2,0,3,3,2,0,0,2,0,0,3,0,0,2,0,2,2,3,0,0,0,0,3,0,2,0,0,2,0,0,0,2,3,2,0,3,0,3,0,3,2,0,3,3,0,3,2,0,0,3,3,3
JO,0,0,0,0,0,2,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,3,0,0,3,0,3,0,0,2,0,0,3,0,2,0,0,3,0,0,2,0,0,0,2,0,3,0,0,3,0,3,0,0,1,0,0,0,0,0,-1,0,2,0,2,0,2,3,0,0,0,0,0,3,0,0,1,0,2,0,0,0,3,0,0,0,0,2,0,0,0,2,0,2,2,0,2,2,2,0,3,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,2,2,0,0,0,3,0,0,2,0,2,2,0,3,0,3,0,2,0,2,0,2,0,0,2,0,0,0,0,0,2,3,2,3,0,0
JP,3,3,0,3,3,3,2,3,3,1,2,3,3,2,3,0,3,2,0,0,3,3,3,3,0,3,3,3,1,0,0,0,3,1,3,0,3,3,3,2,2,3,3,3,2,3,3,3,0,3,3,2,0,3,2,3,3,3,3,2,3,3,3,0,0,2,0,3,3,2,3,3,3,3,3,3,3,3,3,1,0,2,3,3,3,2,-1,2,3,2,3,2,3,0,3,2,3,3,2,3,3,1,0,3,3,3,3,0,3,3,3,3,2,2,3,0,3,3,3,2,3,3,2,2,3,3,2,3,0,2,3,3,3,2,0,1,2,3,3,2,3,2,3,3,3,2,3,3,3,3,0,2,2,2,2,0,3,3,3,3,2,3,3,2,3,0,3,3,0,3,0,2,3,2,2,0,3,2,3,3,2,3,2,3,2,1,3,3,3,3,3,3,3,2,3,0,3,2,2
KE,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,3,0,2,0,3,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,3,2,0,0,0,2,0,3,0,0,0,0,0,0,0,3,0,3,3,0,2,0,3,0,3,3,2,0,0,0,2,0,3,0,0,3,0,3,0,0,1,0,2,0,0,3,2,0,-1,0,2,3,2,3,0,0,0,0,2,0,2,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,2,0,3,2,3,0,3,2,3,0,2,0,0,0,2,0,0,0,3,0,0,3,0,0,0,0,2,0,2,0,0,0,3,0,0,2,2,0,3,0,0,2,0,2,2,2,2,0,0,0,3,0,2,0,0,2,0,0,0,0,3,2,0,3,0,3,0,0,0,0,3,0,0,3,2,0,0,0,3,3
KG,0,0,0,3,0,3,0,0,0,0,3,0,3,2,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0,3,0,0,3,0,0,0,0,2,0,0,3,0,2,0,0,3,0,0,2,0,0,0,2,0,0,0,0,3,0,3,0,0,1,0,2,0,0,2,2,0,2,-1,2,0,2,0,0,0,0,3,2,2,2,0,1,0,2,0,0,0,0,0,0,3,0,2,2,0,0,2,3,2,2,0,2,2,2,0,3,2,3,0,2,2,0,0,2,0,0,0,0,0,0,3,0,0,3,0,2,0,2,0,3,3,2,0,0,2,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,2,0,3,2,0,0,0,3,0,2,0,0,3,2,0,0,3,0,3,0,3,0,2,0,0,0,0,2
KH,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0,3,0,0,3,0,2,0,0,2,0,0,3,0,2,0,0,0,0,3,2,0,0,0,2,0,0,0,0,3,0,3,0,0,1,0,2,0,0,0,0,0,2,0,-1,0,2,0,0,0,2,0,3,0,2,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,3,0,2,2,0,2,2,2,0,3,2,2,0,2,2,0,0,2,0,0,0,3,0,0,3,0,0,3,0,2,0,2,0,0,0,2,0,0,2,0,0,3,0,0,2,0,2,2,2,0,0,0,0,0,0,2,3,0,2,0,0,0,0,0,2,0,2,0,2,0,0,2,0,3,0,3,0,2,0,0,0,2,0
KI,3,3,0,3,0,2,0,0,3,0,0,3,3,2,3,0,3,0,0,0,0,2,0,3,0,3,0,3,0,0,0,0,3,1,0,0,0,0,3,2,2,3,3,3,2,3,3,3,0,3,3,2,0,3,2,3,3,3,3,2,3,3,0,0,3,2,0,3,0,2,0,3,0,3,3,3,3,3,0,1,0,2,3,3,3,2,0,3,0,2,-1,2,3,0,3,0,0,2,0,3,3,1,0,3,3,3,3,0,0,3,3,0,2,2,0,0,0,0,3,2,3,3,2,3,0,3,2,0,0,2,2,3,3,2,0,0,0,3,3,2,3,0,3,3,3,2,0,2,3,0,0,2,0,2,2,0,3,3,3,3,2,3,2,2,2,0,0,0,0,0,0,2,0,0,2,0,3,2,0,3,2,2,3,0,2,0,0,2,3,3,0,0,3,2,3,0,0,3,3
KM,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0,3,0,0,3,0,0,0,0,2,0,0,3,0,2,0,0,0,2,3,2,0,0,0,2,0,3,0,0,3,0,3,0,0,1,0,2,0,0,0,0,0,2,0,2,0,-1,0,0,0,0,0,2,2,2,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,2,2,3,0,3,2,2,0,2,2,0,0,2,0,0,0,3,0,0,3,0,0,0,0,2,0,2,0,0,0,2,0,0,2,0,0,3,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,2,0,3,0,0,0,2,0,2,0,3,0,0,0,0,3,0,0,0,2,0,0,0,2,2
KN,3,0,0,3,3,2,0,3,3,0,0,3,3,3,3,0,3,0,0,0,0,2,3,3,0,3,3,3,0,0,0,0,3,1,3,0,0,3,3,3,2,3,3,3,2,3,3,3,0,3,3,2,0,3,2,3,3,3,3,2,3,3,3,0,3,2,0,3,3,2,3,3,3,3,3,3,3,3,3,1,0,2,3,3,3,2,0,3,0,2,3,2,-1,0,3,0,0,2,2,3,3,1,0,3,3,3,3,0,0,3,3,3,2,0,3,0,0,0,2,2,3,3,2,3,0,3,2,0,0,2,3,3,3,2,0,0,0,3,3,0,3,2,3,3,3,2,0,2,3,3,3,3,0,2,2,0,3,3,3,3,0,3,2,2,3,0,0,3,0,0,0,2,0,0,2,0,3,2,3,3,2,3,3,3,2,0,3,2,3,3,3,0,3,2,3,0,0,3,3
KP,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,3,0,2,0,0,0,0,3,2,0,0,0,2,3,0,0,0,3,0,0,0,0,0,0,2,0,0,0,2,0,0,3,2,0,2,0,-1,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,2,0,0,2,2,0,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0
KR,3,3,0,3,3,3,2,3,3,1,2,3,3,2,3,0,3,2,0,0,3,2,3,3,0,3,3,3,1,0,0,0,3,1,3,0,0,3,3,2,2,3,3,3,2,3,3,3,0,3,3,2,0,3,2,3,3,3,3,2,3,3,3,0,3,2,0,3,3,2,3,3,3,3,3,3,3,3,3,1,0,2,3,3,3,2,3,2,3,2,3,2,3,0,-1,2,3,3,2,3,3,1,0,3,3,3,3,0,3,3,3,3,2,2,3,0,3,0,3,2,3,3,2,2,3,3,2,2,0,2,3,3,3,2,0,1,2,3,3,2,3,2,3,3,3,2,3,3,3,3,3,2,2,2,2,0,3,3,3,3,2,3,3,2,3,0,3,3,0,3,0,2,3,2,2,0,3,2,3,3,2,3,2,3,2,1,3,3,3,3,3,3,3,2,3,0,3,2,2
KW,0,3,0,0,3,2,0,0,0,0,2,3,0,2,0,0,0,3,0,0,2,2,0,3,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0,3,3,0,3,0,3,0,0,2,0,0,3,0,2,1,0,3,0,0,2,0,0,3,2,0,3,3,0,3,0,3,0,0,0,0,2,0,0,0,3,0,2,3,2,0,2,3,0,3,-1,3,2,3,3,0,1,0,2,0,0,0,0,3,0,0,3,2,2,0,0,2,2,2,2,0,3,2,2,0,3,2,0,0,2,3,0,0,2,0,1,3,3,0,0,3,2,0,3,0,2,0,3,0,3,0,2,3,2,2,3,0,3,0,0,2,0,2,2,2,0,3,3,3,3,0,2,3,2,2,0,3,0,3,0,2,2,2,0,2,0,0,2,0,3,0,0,3,2,3,2,0,0,2
KZ,0,2,0,3,3,3,0,3,0,0,3,0,3,2,0,0,0,2,0,0,0,2,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,3,3,2,2,0,0,0,2,0,3,3,0,3,0,2,0,0,2,0,0,3,0,2,0,0,3,0,3,2,0,0,0,2,0,3,0,0,3,0,3,0,0,1,0,2,0,0,2,2,0,2,3,2,0,2,0,0,3,0,-1,2,2,0,0,1,0,2,0,0,0,0,0,0,3,0,2,2,0,0,2,3,2,2,0,2,2,2,0,3,2,3,0,2,2,0,0,2,0,0,0,0,0,0,3,0,0,3,0,2,0,3,0,3,3,2,2,0,2,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,2,2,3,2,0,0,0,3,0,2,0,0,3,2,0,0,3,0,3,0,2,0,2,0,0,0,2,2
